"Observações"	"Grupos"	"Famílias"	"Taxon Rank"	"Espécies"	"Origem"	"Categoria de Ameaça IUCN"	"Campo Vazio"	"Identificador"	"CatalogNumber"	"OtherCatalogNumbers"	"Herbário"	"GBIF ID"	"Coletor"	"No. coleta"	"Ano de coleta"	"Mês"	"Dia"	"Determinador"	"Estado"	"Município"	"Localidade"	"Latitude"	"Longitude"	"Ocorre em SP segundo Flora 2020?"	"Endemica de SP segundo Flora 2020?"	"cont.spp"	"cont.id"	"Prioritarias_conservacao"	"concat.code"
""	"Angiopermas"	"Oleaceae"	"ESPECIE"	"Chionanthus fluminensis (Miers) P.S.Green"	"NATIVA"	"CR"	NA	"BRA:IF:SPSF:28843"	"28843"	""	"SPSF"	1086897703	"R.S.Bianchini & S.Bianchini & R.P.G.Ros<e1>rio"	"1386"	2000	9	7	"C.Kameyama"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"2000971386"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria fluminensis Vell."	""	"VU"	NA	"BRA:IF:SPSF:28858"	"28858"	""	"SPSF"	1086897704	"I.Cordeiro"	"2379"	2000	11	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"26"	"1"	""	"200011212379"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia arifolia Miq."	"NATIVA"	""	NA	"BRA:IF:SPSF:28862"	"28862"	""	"SPSF"	1086897705	"I.Cordeiro"	"2356"	2000	11	28	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"200011282356"
""	"Angiopermas"	"Elaeocarpaceae"	"ESPECIE"	"Sloanea guianensis (Aubl.) Benth."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28866"	"28866"	""	"SPSF"	1086897706	"I.Cordeiro"	"2352"	2000	9	28	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20009282352"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Celastraceae"	"ESPECIE"	"Maytenus ubatubensis R.M.Carvalho-Okano"	""	""	NA	"BRA:IF:SPSF:28863"	"28863"	""	"SPSF"	1086897707	"I.Cordeiro"	"2381"	2000	11	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"11"	"1"	""	"200011212381"
""	"Angiopermas"	"Lacistemataceae"	"ESPECIE"	"Lacistema lucidum Schnizl."	"NATIVA"	"DD"	NA	"BRA:IF:SPSF:28886"	"28886"	""	"SPSF"	1086897709	"L.Rossi"	"2124"	2000	9	18	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"20009182124"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Polygalaceae"	"ESPECIE"	"Caamembeca spectabilis (DC.) J.F.B.Pastore"	""	""	NA	"BRA:IF:SPSF:28874"	"28874"	""	"SPSF"	1086897710	"I.Cordeiro"	"2361"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"3"	"1"	""	"20009202361"
""	"Angiopermas"	"Euphorbiaceae"	"ESPECIE"	"Tetrorchidium rubrivenium Poepp."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28847"	"28847"	""	"SPSF"	1086897711	"R.S.Bianchini"	"1376"	2000	8	11	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"20008111376"
""	"Angiopermas"	"Clusiaceae"	"ESPECIE"	"Clusia criuva Cambess."	"NATIVA"	""	NA	"BRA:IF:SPSF:28848"	"28848"	""	"SPSF"	1086897712	"R.S.Bianchini & F.Bomfim"	"1483"	2000	9	10	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"18"	"1"	""	"20009101483"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Iridaceae"	"ESPECIE"	"Neomarica longifolia (Link & Otto) Sprague"	""	""	NA	"BRA:IF:SPSF:28876"	"28876"	""	"SPSF"	1086897713	"I.Cordeiro"	"2354"	2000	9	28	"A.Gil"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"2"	"1"	""	"20009282354"
""	"Angiopermas"	"Marantaceae"	"ESPECIE"	"Goeppertia colorata (Hook.) Borchs. & S.Suárez"	"NATIVA"	""	NA	"BRA:IF:SPSF:28840"	"28840"	""	"SPSF"	1086897714	"R.S.Bianchini"	"1429"	2000	9	8	"M.N.Saka"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"2000981429"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Polygalaceae"	"ESPECIE"	"Caamembeca spectabilis (DC.) J.F.B.Pastore"	""	""	NA	"BRA:IF:SPSF:28851"	"28851"	""	"SPSF"	1086897715	"R.S.Bianchini"	"1480"	2000	9	10	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"3"	"1"	""	"20009101480"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia splendens (Sw.) DC."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28872"	"28872"	""	"SPSF"	1086897716	"I.Cordeiro"	"2358"	2000	9	28	"O.T.Aguiar"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"17"	"1"	""	"20009282358"
""	"Angiopermas"	"Ochnaceae"	"ESPECIE"	"Ouratea parviflora (A.DC.) Baill."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28813"	"28813"	""	"SPSF"	1086897717	"F.O. Souza"	"41"	2000	7	18	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"11"	"1"	""	"200071841"
""	"Angiopermas"	"Chloranthaceae"	"ESPECIE"	"Hedyosmum brasiliense Mart. ex Miq."	"NATIVA"	""	NA	"BRA:IF:SPSF:28868"	"28868"	""	"SPSF"	1086897718	"I.Cordeiro"	"2315"	2000	9	27	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"24"	"1"	""	"20009272315"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia umbrosa O.Berg"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28883"	"28883"	""	"SPSF"	1086897720	"L.Rossi & M.L.Kawasaki & L.Bopp"	"2158"	2000	9	20	"F.F.Mazine"	"Sp"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"1"	"1"	""	"20009202158"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia glabella (Sw.) A.Dietr."	"NATIVA"	""	NA	"BRA:IF:SPSF:28905"	"28905"	""	"SPSF"	1086897721	"G.L.Esteves & R.S.Bianchini & F.Pinheiro & F.Bonfim & F.O. Souza & L.T.Bopp & M.Sugiyama"	"2732"	2000	8	10	"M.Sugiayama"	"Sp"	"Caraguatatuba"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"1"	""	"20008102732"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia macahensis O.Berg"	"NATIVA"	"EN"	NA	"BRA:IF:SPSF:28841"	"28841"	""	"SPSF"	1086897722	"R.S.Bianchini"	"1466"	2000	9	10	"M.L. Kawasaki"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"20009101466"
""	"Angiopermas"	"Chloranthaceae"	"ESPECIE"	"Hedyosmum brasiliense Mart. ex Miq."	"NATIVA"	""	NA	"BRA:IF:SPSF:28867"	"28867"	""	"SPSF"	1086897723	"I.Cordeiro & M.R.F.Melo & M.C.H.Mamede"	"2316"	2000	9	27	"I.Codeiro"	"Sp"	"Caraguatatuba"	"Parque Estadual da Serra do Mar - N<fa>cleo Caraguatatuba"	-23.589444	-45.46	1	0	"24"	"1"	""	"20009272316"
""	"Angiopermas"	"Gesneriaceae"	"ESPECIE"	"Sinningia schiffneri Fritsch"	"NATIVA"	""	NA	"BRA:IF:SPSF:28879"	"28879"	""	"SPSF"	1086897724	"I.Cordeiro"	"2377"	2000	11	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"200011212377"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria fluminensis Vell."	""	"VU"	NA	"BRA:IF:SPSF:28856"	"28856"	""	"SPSF"	1086897725	"I.Cordeiro"	"2293"	2000	8	23	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"26"	"1"	""	"20008232293"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Campomanesia xanthocarpa (Mart.) O.Berg"	"NATIVA"	""	NA	"BRA:IF:SPSF:28873"	"28873"	""	"SPSF"	1086897726	"I.Cordeiro"	"2340"	2000	9	28	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20009282340"
""	"Angiopermas"	"Clusiaceae"	"ESPECIE"	"Garcinia gardneriana (Planch. & Triana) Zappi"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28895"	"28895"	""	"SPSF"	1086897727	"L.Rossi"	"2174"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20009202174"
""	"Angiopermas"	"Euphorbiaceae"	"ESPECIE"	"Actinostemon verticillatus (Klotzsch) Baill."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28891"	"28891"	""	"SPSF"	1086897728	"L.Rossi"	"2122"	2000	9	18	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"6"	"1"	""	"20009182122"
""	"Angiopermas"	"Marantaceae"	"ESPECIE"	"Stromanthe tonckat (Aubl.) Eichler"	"NATIVA"	""	NA	"BRA:IF:SPSF:28882"	"28882"	""	"SPSF"	1086897729	"L.Rossi"	"2160"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20009202160"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Begoniaceae"	"ESPECIE"	"Begonia huegelii (Klotzsch) A.DC."	""	""	NA	"BRA:IF:SPSF:28878"	"28878"	""	"SPSF"	1086897730	"I.Cordeiro"	"2268"	2000	7	7	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"1"	"1"	""	"2000772268"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper cernuum Vell."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28875"	"28875"	""	"SPSF"	1086897731	"I.Cordeiro"	"2267"	2000	7	7	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"6"	"1"	""	"2000772267"
""	"Angiopermas"	"Loganiaceae"	"ESPECIE"	"Spigelia beyrichiana Cham. & Schltdl."	"NATIVA"	""	NA	"BRA:IF:SPSF:28893"	"28893"	""	"SPSF"	1086897732	"L.Rossi"	"2139"	2000	9	19	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20009192139"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia plicata Nied."	"NATIVA"	""	NA	"BRA:IF:SPSF:28871"	"28871"	""	"SPSF"	1086897733	"I.Cordeiro"	"2331"	2000	9	27	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"20009272331"
""	"Angiopermas"	"Begoniaceae"	"ESPECIE"	"Begonia itatinensis Irmsch. ex Brade"	"NATIVA"	""	NA	"BRA:IF:SPSF:28894"	"28894"	""	"SPSF"	1086897734	"L.Rossi"	"2159"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20009202159"
""	"Angiopermas"	"Erythroxylaceae"	"ESPECIE"	"Erythroxylum coelophlebium Mart."	"NATIVA"	""	NA	"BRA:IF:SPSF:28888"	"28888"	""	"SPSF"	1086897735	"L.Rossi"	"2125"	2000	9	18	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"20009182125"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria fluminensis Vell."	""	"VU"	NA	"BRA:IF:SPSF:28903"	"28903"	""	"SPSF"	1086897736	"G.L.Esteves"	"2745"	2000	8	11	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"26"	"1"	""	"20008112745"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia alata Ruiz & Pav."	"NATIVA"	""	NA	"BRA:IF:SPSF:28899"	"28899"	""	"SPSF"	1086897737	"L.Rossi"	"2191"	2000	9	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"20009212191"
""	"Angiopermas"	"Annonaceae"	"ESPECIE"	"Guatteria australis A.St.-Hil."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28889"	"28889"	""	"SPSF"	1086897738	"L.Rossi & M.L.Kawasaki & L.Bopp"	"2123"	2000	9	18	"A.Q.Lob<e3>o"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"34"	"1"	""	"20009182123"
""	"Angiopermas"	"Icacinaceae"	"ESPECIE"	"Leretia cordata Vell."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28887"	"28887"	""	"SPSF"	1086897739	"L.Rossi"	"2169"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"1"	"1"	""	"20009202169"
""	"Angiopermas"	"Onagraceae"	"ESPECIE"	"Fuchsia regia (Vell.) Munz"	"NATIVA"	""	NA	"BRA:IF:SPSF:28908"	"28908"	""	"SPSF"	1086897740	"G.L.Esteves"	"2761"	2000	10	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, estrada da Petrobras"	0	0	1	0	"5"	"1"	""	"200010202761"
""	"Angiopermas"	"Gesneriaceae"	"ESPECIE"	"Besleria longimucronata Hoehne"	"NATIVA"	""	NA	"BRA:IF:SPSF:28877"	"28877"	""	"SPSF"	1086897741	"I.Cordeiro"	"2265"	2000	7	7	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"5"	"1"	""	"2000772265"
""	"Angiopermas"	"Bignoniaceae"	"ESPECIE"	"Jacaranda micrantha Cham."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28869"	"28869"	""	"SPSF"	1086897742	"I.Cordeiro"	"2272"	2000	8	22	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"20008222272"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Piper miquelianum C.DC."	"NATIVA"	""	NA	"BRA:IF:SPSF:28853"	"28853"	""	"SPSF"	1086897743	"R.S.Bianchini"	"1492"	2000	10	19	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"7"	"1"	""	"200010191492"
""	"Angiopermas"	"Poaceae"	"ESPECIE"	"Paspalum corcovadense Raddi"	"NATIVA"	""	NA	"BRA:IF:SPSF:28837"	"28837"	""	"SPSF"	1086897744	"R.S.Bianchini"	"1452"	2000	9	9	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"7"	"1"	""	"2000991452"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria leitana C.M.Taylor"	"NATIVA"	""	NA	"BRA:IF:SPSF:28901"	"28901"	""	"SPSF"	1086897745	"L.Rossi"	"2167"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	1	"3"	"1"	""	"20009202167"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Stifftia fruticosa (Vell.) D.J.N.Hind & Semir"	"NATIVA"	""	NA	"BRA:IF:SPSF:28865"	"28865"	""	"SPSF"	1086897746	"I.Cordeiro & M.M.R.F.Melo & M.C.H.Mamede & A.F.B.Marques"	"2338"	2000	9	28	"M.Monge"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20009282338"
""	"Angiopermas"	"Begoniaceae"	"ESPECIE"	"Begonia fruticosa (Klotzsch) A.DC."	"NATIVA"	""	NA	"BRA:IF:SPSF:28892"	"28892"	""	"SPSF"	1086897747	"L.Rossi"	"2189"	2000	9	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"10"	"1"	""	"20009212189"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Posoqueria latifolia (Rudge) Schult."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28927"	"28927"	""	"SPSF"	1086897748	"F.O. Souza"	"164"	2000	8	9	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"6"	"1"	""	"200089164"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria stachyoides Benth."	"NATIVA"	""	NA	"BRA:IF:SPSF:28902"	"28902"	""	"SPSF"	1086897749	"G.L.Esteves"	"2764"	2000	10	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"200010202764"
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Siphocampylus lauroanus Handro & M.Kuhlm."	"NATIVA"	""	NA	"BRA:IF:SPSF:28885"	"28885"	""	"SPSF"	1086897750	"L.Rossi"	"2190"	2000	9	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	1	"3"	"1"	""	"20009212190"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Piptocarpha oblonga (Gardner) Baker"	"NATIVA"	""	NA	"BRA:IF:SPSF:28897"	"28897"	""	"SPSF"	1086897751	"L.Rossi"	"2200"	2000	9	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"6"	"1"	""	"20009212200"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia retusa (O.Berg) Nied."	""	"EN"	NA	"BRA:IF:SPSF:28916"	"28916"	""	"SPSF"	1086897752	"G.L.Esteves"	"2767"	2000	10	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"2"	"1"	""	"200010202767"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia cerqueiria (Nied.) E.Lucas & Sobral"	"NATIVA"	""	NA	"BRA:IF:SPSF:28925"	"28925"	""	"SPSF"	1086897753	"G.L.Esteves"	"2714"	2000	8	10	"C.P.Caliari"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20008102714"
""	"Angiopermas"	"Piperaceae"	"ESPECIE"	"Peperomia urocarpa Fisch. & C.A.Mey."	"NATIVA"	""	NA	"BRA:IF:SPSF:28898"	"28898"	""	"SPSF"	1086897755	"L.Rossi"	"2194"	2000	9	21	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"6"	"1"	""	"20009212194"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia cerqueiria (Nied.) E.Lucas & Sobral"	"NATIVA"	""	NA	"BRA:IF:SPSF:28880"	"28880"	""	"SPSF"	1086897756	"I.Cordeiro & M.R.F.Melo & M.C.H.Mamede"	"2319"	2000	9	27	"C.P.Caliari"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20009272319"
""	"Angiopermas"	"Poaceae"	"ESPECIE"	"Chusquea bambusoides (Raddi) Hack."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28950"	"28950"	""	"SPSF"	1086897757	"F.O. Souza"	"82"	2000	7	19	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"200071982"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Stifftia fruticosa (Vell.) D.J.N.Hind & Semir"	"NATIVA"	""	NA	"BRA:IF:SPSF:28912"	"28912"	""	"SPSF"	1086897758	"G.L.Esteves & R.Sim<e3>o-Bianchini & F.Pinheiro & F.Bonfim & F.O.Souza & L.T.Bopp & M.Sugiyama"	"2749"	2000	8	11	"M.Monge"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20008112749"
""	"Samambaias e Licófitas"	"Polypodiaceae"	"ESPECIE"	"Microgramma geminata (Schrad.) R.M.Tryon & A.F.Tryon"	"NATIVA"	""	NA	"BRA:IF:SPSF:28919"	"28919"	""	"SPSF"	1086897759	"G.L.Esteves"	"2739"	2000	8	10	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"2"	"1"	""	"20008102739"
""	"Angiopermas"	"Cyperaceae"	"ESPECIE"	"Scleria panicoides Kunth"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28914"	"28914"	""	"SPSF"	1086897760	"G.L.Esteves"	"2692"	2000	8	9	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"2000892692"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Nyctaginaceae"	"ESPECIE"	"Neea pendulina Heimerl"	""	""	NA	"BRA:IF:SPSF:28911"	"28911"	""	"SPSF"	1086897762	"G.L.Esteves"	"2722"	2000	8	10	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"3"	"1"	""	"20008102722"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Allophylus racemosus Sw."	""	""	NA	"BRA:IF:SPSF:28900"	"28900"	""	"SPSF"	1086897763	"L.Rossi"	"2134"	2000	9	18	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	0	0	"4"	"1"	""	"20009182134"
""	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora alata Curtis"	"NATIVA"	""	NA	"BRA:IF:SPSF:28930"	"28930"	""	"SPSF"	1086897764	"F.O. Souza"	"181"	2000	10	20	"T.S. Nunes"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, estrada da Petrobras"	0	0	1	0	"6"	"1"	""	"20001020181"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora alata Curtis"	""	""	NA	"BRA:IF:SPSF:28930"	"28930"	""	"SPSF"	1086897764	"F.O. Souza"	"181"	2000	10	20	"T.S. Nunes"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, estrada da Petrobras"	0	0	0	0	"6"	"2"	""	"20001020181"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Passifloraceae"	"ESPECIE"	"Passiflora alata Curtis"	""	""	NA	"BRA:IF:SPSF:28930"	"28930"	""	"SPSF"	1086897764	"F.O. Souza"	"181"	2000	10	20	"T.S. Nunes"	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, estrada da Petrobras"	0	0	0	0	"6"	"3"	""	"20001020181"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia expansa Spring ex Mart."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:28881"	"28881"	""	"SPSF"	1086897765	"I.Cordeiro"	"2328"	2000	9	27	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"3"	"1"	""	"20009272328"
""	"Angiopermas"	"Gesneriaceae"	"ESPECIE"	"Besleria longimucronata Hoehne"	"NATIVA"	""	NA	"BRA:IF:SPSF:28921"	"28921"	""	"SPSF"	1086897766	"G.L.Esteves"	"2695"	2000	8	9	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"5"	"1"	""	"2000892695"
""	"Angiopermas"	"Clusiaceae"	"ESPECIE"	"Clusia criuva Cambess."	"NATIVA"	""	NA	"BRA:IF:SPSF:28896"	"28896"	""	"SPSF"	1086897767	"L.Rossi"	"2166"	2000	9	20	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"18"	"1"	""	"20009202166"
""	"Angiopermas"	"Marantaceae"	"ESPECIE"	"Stromanthe tonckat (Aubl.) Eichler"	"NATIVA"	""	NA	"BRA:IF:SPSF:28917"	"28917"	""	"SPSF"	1086897768	"G.L.Esteves"	"2735"	2000	8	10	""	"Sp"	"Caraguatatuba"	"P.E.Serra do Mar, N<fa>cleo Caraguatatuba"	0	0	1	0	"4"	"1"	""	"20008102735"
